Book#,title,short_description,page
17405,Volleyball Drills,Optimiertes Training fÃ¼r alle Basistechniken,160
17406,Volunteer Tourism,Experiences that Make a Difference,217
17407,Von spielenden Soldaten und kÃ¤mpfenden Athleten,Die Genese des Modernen FÃ¼nfkampfs,488
17408,Voyaging on a Small Income,,208
17409,"Voyaging Under Power, 4th Edition",,448
17410,W.E.G.s,Weekend Golfer,52
17411,Wager,,272
17412,Wainwright,The Man Who Loved the Lakes,192
17413,Wait Till Next Year,,272
17414,Wait Till Next Year,A Memoir,0
17415,Waite Hoyt,A Biography of the Yankees' Schoolboy Wonder,257
17416,Waiting for a Goal,from Among the Thugs,32
17417,Waiting for Godot's First Pitch,More Poems from Baseball,129
17418,Waiting for the Cubs,"The 2008 Season, the Hundred-Year Slump and One Fan's Lifelong Vigil",205
17419,"Waiting for the Fall: A Decade of Dreams, Drama and West Virginia University Football",,404
17420,"Wake Up and Win, America! Do It Now",,440
17421,Wake Up Happy,"The Dream Big, Win Big Guide to Transforming Your Life",256
17422,Walk Away the Pounds,"The Breakthrough 6-Week Program That Helps You Burn Fat, Tone Muscle, and Feel Great Without Dieting",0
17423,Walk of Ages,Edward Payson Weston's Extraordinary 1909 Trek Across America,232
17424,"Walk Strong, Look Up",The Most Powerful Exercise for Your Body and Soul,224
17425,Walkabout Northern California,Hiking Inn to Inn,224
17426,Walker: Athens 2004,,272
17427,Walker: Beijing 2008,,272
17428,Walker: London 2012,,0
17429,Walking,,0
17430,Walking,The Complete Book,217
17431,Walking a Golden Mile,,0
17432,Walking Albuquerque,"30 Tours of the Duke City's Historic Neighborhoods, Ditch Trails, Urban Nature, and Public Art",256
17433,Walking and Eating in Tuscany and Umbria,Revised Edition,416
17434,Walking Back to Happiness,,240
17435,Walking Baltimore,"An Insider's Guide to 33 Historic Neighborhoods, Waterfront Districts, and Hidden Treasures in Charm City",256
17436,Walking Boston,"34 Tours Through Beantown's Cobblestone Streets, Historic Districts, Ivory Towers and Bustling Waterfront",240
17437,Walking Boston,"34 Tours Through Beantown's Cobblestone Streets, Historic Districts, Ivory Towers, and New Waterfront",238
17438,Walking Broad,Looking for the Heart of Brotherly Love,240
17439,Walking Brooklyn,"30 tours exploring historical legacies, neighborhood culture, side streets and waterways",320
17440,Walking Calcutta,,260
17441,Walking Chicago,"31 Tours of the Windy City's Classic Bars, Scandalous Sites, Historic Architecture, Dynamic Neighbor",264
17442,Walking Cincinnati,"An Insider's Guide to 30+ Historic Neighborhoods, Stunning Riverfront Quarters, and Hidden Treasures in the Queen City",256
17443,Walking D-Day,,240
17444,Walking Denver,"30 Tours of the Mile-High City's Best Urban Trails, Historic Architecture,  River and Creekside Path",232
17445,"Walking for Fitness, Pleasure and Health",A complete guide for women of all ages,172
17446,Walking Home,My Family and Other Rambles,320
17447,Walking in a Fergie Wonderland,The Biography of Britain's Greatest Football Manager,278
17448,Walking In Austria,,432
17449,Walking in Croatia,,272
17450,Walking in Ireland,,0
17451,Walking in Mallorca,,384
17452,Walking In Scotland's Far North,,160
17453,Walking in the Alps,A comprehensive guide to walking and trekking throughout the Alps,512
17454,Walking in the Angus Glens,,192
17455,Walking in the Cairngorms,"Walks, Trails and Scrambles",320
17456,Walking in the Drakensberg,,256
17457,Walking in the European City,Quotidian Mobility and Urban Ethnography,314
17458,Walking in the Mountains,A Woman's Guide,250
17459,Walking in Torridon,,224
17460,Walking L.A.,"38 Walking Tours Exploring Stairways, Streets and Buildings You Never Knew Existed",264
17461,Walking Loch Lomond and the Trossachs,,288
17462,Walking Manhattan,"30 Strolls Exploring Cultural Treasures, Entertainment Centers, and Historical Sites in the Heart of New York City",256
17463,Walking New Orleans,"30 Tours Exploring Historic Neighborhoods, Waterfront Districts, Culinary and Music Corridors, and Recreational Wonderlands",256
17464,Walking on Harris and Lewis,,192
17465,"Walking on Jura, Islay and Colonsay",,208
17466,Walking on Rum and the Small Isles,,192
17467,Walking on the Amalfi Coast,,176
17468,Walking on the Brecon Beacons,,256
17469,Walking on the Isle of Arran,Low level walks to high mountain routes,256
17470,Walking on Uist and Barra,,192
17471,Walking Palestine,25 Journeys into the West Bank,272
17472,Walking Portland,"30 Tours of Stumptown's Funky Neighborhoods, Historic Landmarks, Park Trails, Farmers Markets, and B",256
17473,"Walking Portland, Oregon",,323
17474,Walking Queens,"30 Tours for Discovering the Diverse Communities, Historic Places, and Natural Treasures of New York City's Largest Borough",256
17475,Walking Salt Lake City,"34 Tours of the Crossroads of the West, spotlighting Urban Paths, Historic Architecture, Forgotten Places, and Religious and Cultural Icons",256
17476,Walking San Francisco,,272
17477,Walking San Francisco,"33 Savvy Tours Exploring Steep Streets, Grand Hotels, Dive Bars, and Waterfront Parks",248
17478,Walking Seattle,"35 Tours of the Jet City's Parks, Landmarks, Neighborhoods, and Scenic Views",256
17479,Walking the Amazon,860 Days. One Step at a Time.,320
17480,Walking the Cape and Islands,"A Comprehensive Guide to the Walking and Hiking Trails of Cape Cod, Martha's Vineyard, and Nantucket",304
17481,Walking the Corbetts Vol 1 South of the Great Glen,,352
17482,Walking the Corbetts Vol 2 North of the Great Glen,,352
17483,Walking the County High Points of England,,352
17484,Walking the Hexagon,An Escape Around France on Foot,315
17485,Walking the Munros Vol 1,"Southern, Central and Western Highlands",272
17486,"Walking the Munros Vol 1 - Southern, Central and Western Highlands",,272
17487,Walking the Munros Vol 2 - Northern Highlands and the Cairngorms,,304
17488,Walking Twin Cities,"34 Tours Exploring Historic Neighborhoods, Lakeside Parks, Gangster Hideouts, Dive Bars, and Cultural Centers of Minneapolis and St. Paul",256
17489,Walking Vancouver,"36 Walking Tours Exploring Spectacular Waterfront, Dynamic Neighborhoods, Hip Hangouts, and Tasty Di",232
17490,Walking with Friends,An Inspirational Year on the PGA Tour,224
17491,Walking with Herb,A Spiritual Golfing Journey to the Masters,170
17492,Walking with Jack,A Father's Journey to Become His Son's Caddie,352
17493,Walking with Jack,A Father's Journey to Become His Son's Caddie,288
17494,Walking with Wildness,Experiencing the Watershed of Scotland,168
17495,Walking Wonders,,0
17496,Walking: A Complete Guide For Women,,248
17497,Walk-On U,The Shocking Truth Behind Football's Unsung Underdogs,307
17498,Walks and Treks in the Maritime Alps,,224
17499,Walks in Nature,Melbourne,68
17500,Walks in Nature: Sydney,,70
17501,Walks in the South Downs National Park,,224
17502,Walks through Historic Sandwich,,17
17503,"Walks, Tracks and Trails of New South Wales",,280
17504,"Walks, Tracks and Trails of Victoria",,296
17505,Wallaby Warrior,The World War I diaries of Australia's only British Lion,288
17506,Wally Yonamine,The Man Who Changed Japanese Baseball,366
17507,Wally's Boys,,290
17508,Walnut and Steel,Vintage .22 Rifles,250
17509,"Walter ""Red"" Barber",Fairness,32
17510,Walter & Me,Standing In the Shadow of Sweetness,256
17511,Walter Camp,Football and the Modern Man,408
17512,Walter Johnson,Baseball's Big Train,516
17513,Walter Smith the Ibrox Gaffer,A Tribute to a Rangers Legend,272
17514,Wanderers Legends,The 30 Bolton Wanderers players who made the club what it is today,140
17515,WanderfÃ¼hrer Euregio,15 ausgesuchte Rundwanderwege im niederlÃ¤ndisch-belgischen Grenzraum mit Einkehrtipps,112
17516,WanderfÃ¼hrer Euregio - Band 2,15 Rundwanderungen mit Einkehrtipps,128
17517,Wanderlust,A History of Walking,324
17518,Wandern am Wasser - Bergisches Land,"Genussvolle Spazierg??nge und Wanderungen f??r die ganze Familie in der Natur des Bergischen Land zwischen K??ln, D??sseldorf und Wuppertal rund um Ennepetal, Feldbachtal, Beyenburg, Wuppertalsperre, Marienheide und Overath mit Wanderkarten, Highlights und Infos zu Gehzeiten, Schwierigkeitsgrad und Wandern zu Sehensw??rdigkeiten auf ??ber 140 Seiten",144
17519,Wandern auf dem Matthiasweg,11 Etappen von Aachen nach Trier - 235 km,184
17520,War Admiral,Man O'War's Greatest Son,176
17521,War As They Knew It,"Woody Hayes, Bo Schembechler, and America in a Time of Unrest",384
17522,War As They Knew It,"Woody Hayes, Bo Schembechler, and America in a Time of Unrest",0
17523,War at Fire Creek,,256
17524,War Hammers II,The Story of West Ham United During the Second World War,304
17525,War on the Basepaths,The Definitive Biography of Ty Cobb,400
17526,War Room,The Legacy of Bill Belichick and the Art of Building the Perfect Team,352
17527,War Room,The Legacy of Bill Belichick and the Art of Building the Perfect Team,256
17528,War Without Death,A Year of Extreme Competition in Pro Football,416
17529,War Without Death,A Year of Extreme Competition in Pro Football,400
17530,"War, Baby",The Glamour of Violence,0
17531,Warlord,"Broken by War, Saved by Grace",416
17532,Warm Ups for Soccer,A Dynamic Approach,146
17533,Warman's Matchbox Field Guide,Values & Identification,512
17534,Warpaths,The Illustrated History of the Kansas City Chiefs,240
17535,Warren Ballpark,,128
17536,Warrior Cardio,"The Revolutionary Metabolic Training System for Burning Fat, Building Muscle, and Getting Fit",384
17537,Warrior Girls,Protecting Our Daughters Against the Injury Epidemic in Women's Sports,320
17538,Warrior Guards the Mountain,"The Internal Martial Traditions of China, Japan and South East Asia",352
17539,Warrior Queen,The Totally Unauthorized Story of Joanie Laurer,0
17540,Warrior Wisdom,"(Analysis of Sun Tzu's the Art of War, Shokatsu Komei's the Tactics, and More)",160
17541,Warriors on Horseback,The Inside Story of the Professional Jockey,176
17542,Warsaw to Wrigley,A Foreign Correspondent's Tale of Coming Home from Communism to the Cubs,258
17543,Warum LÃ¤ufer beharrlich sind und Surfer das Leben genieÃŸen,Was dein Sport Ã¼ber dich verrÃ¤t,208
17544,Warum Menschen fliegen kÃ¶nnen mÃ¼ssen,,336
17545,Was ist Doping?,Fakten und Probleme der aktuellen Diskussion,181
17546,Washington Baseball Annual Vol. 2,,153
17547,Washington Senators All-Time Greats <!--Washington Nationals-->,,395
17548,Washington's Highest Mountains,Basic Alpine and Glacier Routes,248
17549,Watch,This Book is a watch. This Book is a clock. This Book is a TOKEI.,2
17550,Watchdogs of Democracy?,The Waning Washington Press Corps and How It Has Failed the Public,240
17551,Watching Baseball,Discovering The Game Within The Game,424
17552,Watching Baseball Smarter,"A Professional Fan's Guide for Beginners, Semi-experts, and Deeply Serious Geeks",272
17553,Watching Baseball Smarter,"A Professional Fan's Guide for Beginners, Semi-experts, and Deeply Serious Geeks",0
17554,"Watching Baseball, Seeing Philosophy",The Great Thinkers at Play on the Diamond,198
17555,Watching Sport,"Aesthetics, Ethics and Emotion",168
17556,Watching the Match,The Inside Story of Football on Television,272
17557,Watching the Olympics,"Politics, Power and Representation",0
17558,Water Exercises,Workouts with the Aqua Noodle,136
17559,"Water-Based Tourism, Sport, Leisure, and Recreation Experiences",,320
17560,Waterfalls of the Blue Ridge,A Hiking Guide to the Cascades of the Blue Ridge Mountains,224
17561,Waterhouse & Smith,The power of two racing dynasties,384
17562,Watermark,The Disaster That Changed the World and Humanity 1,224
17563,Waters Far and Near,Tales of Angling Adventure and Misadventure Around the World,224
17564,Waterways Past & Present,A Unique Portrait of Britain's Waterways Heritage,160
17565,Watto,,288
17566,Wax Trash and Vinyl Treasures: Record Collecting as a Social Practice,,234
17567,Way Out There,The Best of Explore,377
17568,Way to Perfect Horsemanship,,254
17569,Wayne Barker: Born to Fight,The Extraordinary Story of a Bare-Knuckle Boxer,0
17570,"Wayne Goddard's $50 Knife Shop, Revised",,160
17571,Wayne Gretzky's Ghost,And Other Tales from a Lifetime in Hockey,368
17572,Wayne Rooney: Boots of Gold,,304
17573,Wayne Rooney: My 10 Greatest Moments in the Premier League,,32
17574,Wayne Rooney: My Decade in the Premier League,,320
17575,Wayne Rooney: The Way It Is,,336
17576,We All Dream of a Team of Carraghers,Tribute to Liverpool legend Jamie Carragher,106
17577,We All Live In a Perry Groves World,My Story,240
17578,We Are Leeds!,,221
17579,We Are Penn State,The Remarkable Journey of the 2012 Nittany Lions,256
17580,We Are the Bears!,The Oral History of the Chicago Bears,256
17581,We are the Champions: The Politics of Sports and Popular Music,The Politics of Sports and Popular Music,268
17582,We Are the Damned United,The Real Story of Brian Clough at Leeds United,256
17583,We Are the Giants!,The Oral History of the New York Giants,240
17584,We Are the Rangers,The Oral History of the New York Rangers,240
17585,We Are Your Leafs,The Toronto Maple Leafs Book of Greats,240
17586,We Ate All the Pies,How Football Swallowed Britain Whole,256
17587,We Can all Play Cricket,,179
17588,We Can Have Peace in the Holy Land,A Plan That Will Work,288
17589,We Could Be Heroes,,320
17590,We Got to Play Baseball,60 Stories from Men Who Played the Game,248
17591,We Got to Play Baseball,60 Stories from Men Who Played the Game,232
17592,We had Dreams and Songs to Sing,,344
17593,We Hate Humans,The Original Football Hooligan Classic,160
17594,We Kill It We Grill It,,128
17595,We Love You Liverpool We Do,,120
17596,We Need To Talk About Running,,63
17597,We On,Behind the Scenes of Michigan's Final Four Run,350
17598,We Own This Game,A Season the in the Adult World of Youth Football,208
17599,We Pierce,A Novel,0
17600,We Skate Hardcore,Photographs from Brooklyn's Southside,140
17601,We the People,The Story of Our Constitution,40
17602,We Were the All-American Girls,"Interviews with Players of the AAGPBL, 1943-1954",313
17603,We Were Young and Carefree,The Autobiography of Laurent Fignon,0
17604,We Would Have Played for Nothing,Baseball Stars of the 1950s and 1960s Talk About the Game They Loved,336
17605,Weapons & Fighting Arts of Indonesia,,256
17606,Weapons of Fitness,"The Women's Ultimate Guide to Fitness, Self-Defense, and Empowerment",272
17607,"Wearing the ""C""",Leadership Secrets from Hockey's Greatest Captains,272
17608,Weather Wise,Reading Weather Signs,160
17609,Web of the Romulans,,0
17610,Wedded to the Game,The Real Lives of NFL Women,204
17611,"Wednesday, Rucks and Rock 'n' Roll",,264
17612,Weekend Warrior Hoop Handbook,,35
17613,Weekends away in and around Gauteng,,120
17614,Weekends of Adventure,,37
17615,Weeshie Fogarty: My Beautiful Obsession,Chasing the Kerry Dream,274
17616,Weighing Up Australian Values,Balancing transitions and risk to work and family in modern Australia,209
17617,Weight Management for Triathletes,,199
17618,Weight Training For Dummies,,288
17619,Weight Training For Dummies,,384
17620,Weight Training for Golf,The Ultimate Guide,224
17621,Weight Training for Running,The Ultimate Guide,192
17622,Weight Training for Triathlon,The Ultimate Guide,192
17623,Weight Training for Women's Golf,The Ultimate Guide,192
17624,Weights for 50+,"Building Strength, Staying Healthy and Enjoying an Active Lifestyle",128
17625,Weights on the BOSUÂ® Balance Trainer,Strengthen and Tone All Your Muscles with Unstable Workouts,144
17626,Weihnachtsspiele-Hits,,60
17627,Weird Sports and Wacky Games around the World: From Buzkashi to Zorbing,From Buzkashi to Zorbing,449
17628,Weirwolf,My Story,304
17629,Weissflog,Geschichten meines Lebens,304
17630,Welcome to Maple Leaf Gardens,Photographs and Memories from Canadas Most Famous Arena,248
17631,Welcome to My World,,272
17632,"Welcome to Paradise, Now Go to Hell","A True Story of Violence, Corruption, and the Soul of Surfing",224
17633,Welcome to the Blue Heaven,Don't Bet Against the Goalkeeper,241
17634,Welcome to the Goddamn Ice Cube,Chasing Fear and Finding Home in the Great White North,0
17635,Welcome to the Terrordome,"The Pain, Politics and Promise of Sports",264
17636,We'll Get 'Em in Sequins,"Manliness, Yorkshire Cricket and the Century that Changed Everything",240
17637,We'll Support You Evermore,The Impertinent Saga of Scottish Fitba',240
17638,Wellington,"The Maras, the Giants, and the City of New York",416
17639,Wenger,The Legend,256
17640,Wenn Sport zur Sucht wird: Aspekte des Suchtverhaltens am Beispiel von Ausdauerbelastung,,41
17641,"We're Everywhere, Us",Liverpool's 2014/15 Season Told Through the Stories of Fans and Foe,318
17642,We're The Famous Man United,Old Trafford in the '80s: The Players' Stories,264
17643,West Bromwich Albion,The Top 100 Matches,96
17644,West Bromwich Albion Cult Heroes,,392
17645,West by West,"My Charmed, Tormented Life",0
17646,West Country Cruising Companion (8th edition),"A Yachtsman's Pilot and Cruising Guide to Ports and Harbours from Portland Bill to Padstow, including the Isles of Scilly",272
17647,West Ham,Irons in the Soul,224
17648,West Indies at Lord's,,120
17649,West Point Football IQ: The Ultimate Test of True Fandom,The Ultimate Test of True Fandom,41
17650,Western Herbs for Martial Artists and Contact Athletes,Effective Treatments for Common Sports Injuries,376
17651,Western Riding,,96
17652,Westminster Baseball 2014,,23
17653,Westminster Baseball 2015,,27
17654,WestSide Culture's Unofficial Guide to Spring Training,,31
17655,Westwater Lost and Found,,301
17656,WG Grace,An Intimate Biography,312
17657,What a Ride,An Aussie Pursuit of the Tour De France,320
17658,What a Trout Sees,A Fly-Fishing Guide to Life Underwater,216
17659,What Are The Odds? The Bill Waterhouse Story,,0
17660,What Baseball Means to Me,A Celebration of Our National Pastime,288
17661,What Dads Need to Know About Daughters/What Moms Need to Know About Sons,,192
17662,What Do You Think of Ted Williams Now?,A Remembrance,128
17663,What Every Horse Should Know,A Training Guide to Developing a Confident and Safe Horse,192
17664,What Fish Don't Want You to Know,The Insider's Guide to Fresh-Water Spin-Fishing,176
17665,What Fish is That?,Identify Your Catch,192
17666,What Goes on Tour Stays on Tour,Great Tales from My Rugby Travels,288
17667,What Great Coaches Do Differently,11 Elements of Effective Coaching,144
17668,What Horses Say,"How to Hear, Help and Heal Them",218
17669,What I Know Now,Simple Lessons Learned the Hard Way,0
17670,What I Talk About When I Talk About Running,,0
17671,What If the Babe Had Kept His Red Sox?,And Other Fascinating Alternate Histories from the World of Sports,304
17672,What is 'Tai Chi'?,,224
17673,What It Means to Be a Badger,What It Means to Be - Barry Alvarez and Wisconsin's Greatest Players,272
17674,What It Means to Be a Buckeye,What It Means to Be - Urban Meyer and Ohio State's Greatest Players: Revised and Expanded Edition,416
17675,What It Means to Be a Bulldog,"Vince Dooley, Mark Richt and Georgia's Greatest Players",401
17676,What It Means to Be a Cougar,"LaVell Edwards, Bronco Mendenhall and BYU's Greatest Players",336
17677,What It Means to Be a Cub,The North Side's Greatest Players Talk About Cubs Baseball,192
17678,What It Means to Be a Cub,The North Side's Greatest Players Talk About Cubs Baseball,320
17679,What It Means to Be a Duck,Mike Bellotti and Oregon's Greatest Players,289
17680,What It Means to Be a Gator,Urban Meyer and Florida's Greatest Players,240
17681,What It Means to Be a Hawkeye,Kirk Ferentz and Iowa's Greatest Players,352
17682,What It Means to Be a Hokie,Frank Beamer and Virginia's Greatest Players,288
17683,What It Means to Be a Husker,Tom Osborne and Nebraska's Greatest Players,240
17684,What It Means to Be a Husky,Don James and Washington's Greatest Players,240
17685,What It Means to Be a Longhorn,"Darrell Royal, Mack Brown and Many of Texas's Greatest Players",240
17686,What It Means to Be a Nittany Lion,What It Means to Be - Joe Paterno and Penn States Greatest Players,336
17687,What It Means to Be a Red Wing,Detroit's Greatest Players Talk about Detroit Hockey,336
17688,What It Means to Be a Seminole,Bobbie Bowden and Florida State's Greatest Players,240
17689,What It Means to Be a Sooner,"Barry Switzer, Bob Stoops and Oklahoma's Greatest Players",352
17690,What It Means to Be a Tar Heel,Roy Williams and North Carolina's Greatest Players,270
17691,What It Means to Be a Tiger,Pat Dye and Auburn's Greatest Players,288
17692,What It Means to Be a Tiger,Les Miles and LSU's Greatest Players,289
17693,What It Means to Be a Trojan,Southern Cal's Greatest Players Talk About Trojans Football,337
17694,What It Means to Be a Volunteer,Phillip Fulmer and Tennessee's Greatest Players,305
17695,What It Means to Be a White Sox,The South Side's Greatest Players Talk About White Sox Baseball,337
17696,What It Means to Be a Wolverine,Michigan's Greatest Players Talk About Michigan Football,385
17697,What It Means to Be an Aggie,John David Crow and Texas A&M's Greatest Players,304
17698,What It Means to Be an Aggie,John David Crow and Texas A&M's Greatest Players,302
17699,What It Means to Be Crimson Tide,Gene Stallings and Alabama's Greatest Players,321
17700,What It Takes,Fighting For My Life and My Love of the Game,288
17701,What Kids Buy,The Psychology of Marketing to Kids,208
17702,What Kids Wish Parents Knew about Parenting,,0
17703,What My Parents Did Right!,50 tips to positive parenting,0
17704,What Now Skipper?,Test Your Navigation and Seamanship Skills and Learn from Expert Answers,96
17705,What Spins The Wheel: Leadership Lessons From Our Race For Hope,,308
17706,What Time Is It? You Mean Now?,Advice for Life from the Zennest Master of Them All,0
17707,What Were They Thinking?,,256
17708,What Works When Life Doesn't,,0
17709,What Would Jesus Do Today,,0
17710,Whatâ€™s in Your Bug Out Bag?,Survival kits and bug out bags of everyday people.,0
17711,Whatever Happened to the Hall of Fame,,464
17712,What's A Chap To Do?,Anguished Letters To The Shooting Gazette,120
17713,What's It Called? University of North Carolina Tar Heels Basketball,,36
17714,"What's My Name, Fool?",Sports and Resistance in the United States,296
17715,Wheelchair Warrior,"Gangs, Disability, and Basketball",193
17716,Wheelmen,"Lance Armstrong, the Tour de France, and the Greatest Sports Conspiracy Ever",352
17717,When America Wins the World Cup,Shifting the Sports Culture,170
17718,When Bad Things Happen to Bad Golfers,Troubleshooting the 150 Most Troublesome Shots,208
17719,"When Baseball Isn't White, Straight and Male",The Media and Difference in the National Pastime,201
17720,When Baseball Was Still King,Major League Players Remember the 1950s,281
17721,When Baseball Went to War,,256
17722,When Baseball Went White,"Reconstruction, Reconciliation, and Dreams of a National Pastime",304
17723,When Buddhists Attack,The Curious Relationship Between Zen and the Martial Arts,224
17724,When Chicago Ruled Baseball,The Cubs-White Sox World Series of 1906,240
17725,When Cobb Met Wagner,The Seven-Game World Series of 1909,284
17726,When Did Caesar Become a Salad and Jeremiah a Bull,"100 Clever, Funny, and Insightful Lessons for Life",0
17727,When Ducks Were Plenty,The Golden Age of Waterfowling and Duck Hunting from 1840 till 1920,383
17728,When Football Was Fun,,219
17729,When Football Went to War,,288
17730,When George Came to Edinburgh,,256
17731,When God Answers Prayer,,0
17732,When God Builds a Church,,0
17733,When GOD Winks,How the Power of Coincidence Guides Your Life,184
17734,When GOD Winks on Love,Let the Power of Coincidence Lead You to Love,256
17735,When Golf was Fun,,266
17736,When I Was a Girl,,256
17737,"When in Doubt, Fire the Skipper",Midseason Managerial Changes in Major League Baseball,280
17738,When It Was Just a Game,Remembering the First Super Bowl,252
17739,When Love Waits,,256
17740,When March Went Mad,The Game That Transformed Basketball,336
17741,When Nothing Else Matters,Michael Jordan's Last Comeback,0
17742,When Pride Still Mattered,A Life Of Vince Lombardi,544
17743,When Saturday Comes,The Half Decent Football Book,480
17744,When Saturday Mattered Most,The Last Golden Season of Army Football,250
17745,When Saturday Mattered Most,The Last Golden Season of Army Football,0
17746,When the Alps Cast Their Spell,Mountaineers of the Alpine Golden Age,314
17747,When the Babe Came to Town: Stories of George Herman Ruth's Small-Town Baseball Games,,23
17748,When the Bucs Won It All,The 1979 World Champion Pittsburgh Pirates,276
17749,When the Cheering Stops,"Bill Parcells, the 1990 New York Giants, and the Price of Greatness",240
17750,When the Cheering Stops,"Bill Parcells, the 1990 New York Giants, and the Price of Greatness",239
17751,When the Cubs Won It All,The 1908 Championship Season,235
17752,When the Dodgers Were Bridegrooms,Gunner McGunnigle and Brooklyn's Back-to-Back Pennants of 1889 and 1890,213
17753,When the Fight Goes to the Ground,Jiu-Jitsu Strategies and Tactics for Self-Defense (Downloadable Media Included),192
17754,When the Final Buzzer Sounds,NHL Greats Share Their Stories of Hardship and Triumph,224
17755,When the Game Changed,An Oral History of Baseball's True Golden Age: 1969-1979,336
17756,When the Game Stands Tall,The Story of the De La Salle Spartans and Football's Longest Winning Streak,408
17757,When the Game Stands Tall Movie Devotional,52 Weekly Devotions for the Heart of a Champion,160
17758,"When the Game Stands Tall, Special Movie Edition",The Story of the De La Salle Spartans and Football's Longest Winning Streak,416
17759,"When the Game Stands Tall, Special Movie Edition",The Story of the De La Salle Spartans and Football's Longest Winning Streak,392
17760,When the Game Was Ours,,352
17761,When the Garden Was Eden,"Clyde, the Captain, Dollar Bill, and the Glory Days of the New York Knicks",384
17762,When the Garden Was Eden,"Clyde, the Captain, Dollar Bill, and the Glory Days of the New York Knicks",368
17763,When the Giants Were Giants,Bill Terry and the Golden Age of New York Baseball,352
17764,When the Giants Were Giants,Bill Terry and the Golden Age of New York Baseball,0
17765,When the Lions Came to Town,The 1974 rugby tour to South Africa,265
17766,When the Red Sox Ruled,"Baseball's First Dynasty, 1912-1918",240
17767,When the Tuna Went Down to Texas,,272
17768,"When the Yankees Were on the Fritz: Revisiting the ""Horace Clark Era""",,350
17769,When to Stop the Cheering?,"The Black Press, the Black Community, and the Integration of Professional Baseball",288
17770,When Two Spines Align: Dressage Dynamics,Attain Remarkable Riding Rapport with Your Horse,248
17771,When War Played Through,Golf During Wolrd War II,336
17772,When We Were Champs,The Toronto Blue Jays Remember Their 1993 World Series Title,77
17773,When West Ham Went to the Dogs,,192
17774,When Winning Costs Too Much,"Steroids, Supplements, and Scandal in Today's Sports World",352
17775,"When You Come to a Fork in the Road, Take It!",Inspiration and Wisdom from One of Baseball's Greatest Heroes,0
17776,Where Are They Now?,Manchester United FC,231
17777,Where Countries Come to Play,Celebrating the World of Olympic Hockey and the Triple Gold Club,256
17778,Where Dreams Die Hard,A Small American Town and Its Six-Man Football Team,304
17779,Where Football Is King,A History of the SEC,312
17780,WHERE GIRLS DARE,,240
17781,Where Have All Our Cowboys Gone?,,288
17782,Where Have All Our Cubs Gone?,,288
17783,Where Love is Found,24 Tales of Connection,416
17784,Where Nobody Knows Your Name,Life In the Minor Leagues of Baseball,384
17785,Where Nobody Knows Your Name,Life In the Minor Leagues of Baseball,336
17786,Where the Fish Are,A Science-Based Guide to Stalking Freshwater Fish,176
17787,Where the Mountain Casts Its Shadow,The Dark Side of Extreme Adventure,0
17788,Where the Mountains Throw their Dice,An insight into the kiwi climbing psyche,192
17789,Where the Ocean Meets the Sky,Solo into the Unknown,232
17790,Where the Pavement Ends,"One Women's Bicycle Trip Through Mongolia, China and Vietnam",280
17791,Where the Spirit of the Lord Is,,0
17792,Where the Trout Are All as Long as Your Leg,,96
17793,Where They Ain't,"The Fabled Life and Ultimely Death of the Original Baltimore Orioles, the Team that Gave Birth to Modern Baseball",352
17794,Where to Put Your Money NOW,How to Make Super-Safe Investments and Secure Your Future,144
17795,Whereâ€™s Your Caravan?: My Life on Footballâ€™s B-Roads,,288
17796,Where's Harry?,Steve Stone Remembers 25 Years with Harry Caray,256
17797,Where's The Meerkat? On Holiday,,48
17798,Where's the Play? ,"Boys, Baseball, and the Power of America's Favorite Pastime",180
17799,Wherever I Wind Up,"My Quest for Truth, Authenticity, and the Perfect Knuckleball",368
17800,Wherever I Wind Up,"My Quest for Truth, Authenticity, and the Perfect Knuckleball",0
17801,While Wandering,A Walking Companion,368
17802,Whistle Stop,A Novel,384
17803,White Ghost,The Ken Le Breton Story,128
17804,White Gold,Englands Journey to Rugby World Cup Glory,368
17805,White Heat,The Extreme Skiing Life,352
17806,White Hunters,The Golden Age of African Safaris,480
17807,White Moon on the Mountain Peak,The Alchemical Firing Process of Nei Dan,352
17808,White Peak Mountain Biking,The Pure Trails,300
17809,White Peak Walks: The Northern Dales,35 Walks In the Derbyshire White Peak,224
17810,White Peak Walks: The Southern Dales,30 walks in Derbyshire and Staffordshire,208
17811,White Planet,A Mad Dash through Modern Global Ski Culture,304
17812,White Sox Essential,Everything You Need to Know to be a Real Fan,209
17813,White Sox Glory,"For the Love of Nellie, Shoeless Joe, and Konerko",256
17814,White Sports/Black Sports: Racial Disparities in Athletic Programs,Racial Disparities in Athletic Programs,202
17815,Whiteness and Leisure,,227
17816,Whitetail Access,How to Hunt Top Whitetail States Cheaply and Effectively,224
17817,Whitetail Nation,My Season in Pursuit of the Monster Buck,320
17818,Whitetail Racks,,194
17819,Whitetail Savvy,New Research and Observations about America's Most Popular Big Game Animal,336
17820,Whitetail Tactics,Cutting-Edge Strategies That Work,336
17821,Whitetail Tactics,Cutting-Edge Strategies That Work,224
17822,Whitetail Wisdom,A Proven 12-Step Guide to Scouting Less and Hunting More,224
17823,Whitetails,A Photographic Journey Through the Seasons,192
17824,Whitewash to Whitewash,,272
17825,Whitewater Rafting,An Overview,47
17826,Who Am I?,,0
